TITLE = "Example: Simple XY Plot"
VARIABLES = "Distance", "Density", "Velocity", "Pressure"
ZONE T="0.000000", I=100, F=POINT
5.000000e-004	1.199170e+000	5.007354e+000	4.995677e+007
1.500000e-003	1.200000e+000	1.000000e+001	5.000000e+007
2.500000e-003	1.200000e+000	1.000000e+001	5.000000e+007
3.500000e-003	1.200000e+000	1.000000e+001	5.000000e+007
4.500000e-003	1.200000e+000	1.000000e+001	5.000000e+007
5.500000e-003	1.200000e+000	1.000000e+001	5.000000e+007
6.500000e-003	1.200000e+000	1.000000e+001	5.000000e+007
7.500000e-003	1.200000e+000	1.000000e+001	5.000000e+007
8.500000e-003	1.200000e+000	1.000000e+001	5.000000e+007
9.500000e-003	1.200830e+000	5.006480e+000	5.004325e+007
1.050000e-002	0.000000e+000	0.000000e+000	0.000000e+000
1.150000e-002	0.000000e+000	0.000000e+000	0.000000e+000
1.250000e-002	0.000000e+000	0.000000e+000	0.000000e+000
1.350000e-002	0.000000e+000	0.000000e+000	0.000000e+000
1.450000e-002	0.000000e+000	0.000000e+000	0.000000e+000
1.550000e-002	0.000000e+000	0.000000e+000	0.000000e+000
1.650000e-002	1.200000e+000	0.000000e+000	1.000000e+006
1.750000e-002	1.200000e+000	0.000000e+000	1.000000e+006
1.850000e-002	1.200000e+000	0.000000e+000	1.000000e+006
1.950000e-002	1.200000e+000	0.000000e+000	1.000000e+006
2.050000e-002	1.200000e+000	0.000000e+000	1.000000e+006
2.150000e-002	1.200000e+000	0.000000e+000	1.000000e+006
2.250000e-002	1.200000e+000	0.000000e+000	1.000000e+006
2.350000e-002	1.200000e+000	0.000000e+000	1.000000e+006
2.450000e-002	1.200000e+000	0.000000e+000	1.000000e+006
2.550000e-002	1.200000e+000	0.000000e+000	1.000000e+006
2.650000e-002	1.200000e+000	0.000000e+000	1.000000e+006
2.750000e-002	1.200000e+000	0.000000e+000	1.000000e+006
2.850000e-002	1.200000e+000	0.000000e+000	1.000000e+006
2.950000e-002	1.200000e+000	0.000000e+000	1.000000e+006
3.050000e-002	1.200000e+000	0.000000e+000	1.000000e+006
3.150000e-002	1.200000e+000	0.000000e+000	1.000000e+006
3.250000e-002	1.200000e+000	0.000000e+000	1.000000e+006
3.350000e-002	1.200000e+000	0.000000e+000	1.000000e+006
3.450000e-002	1.200000e+000	0.000000e+000	1.000000e+006
3.550000e-002	1.200000e+000	0.000000e+000	1.000000e+006
3.650000e-002	1.200000e+000	0.000000e+000	1.000000e+006
3.750000e-002	1.200000e+000	0.000000e+000	1.000000e+006
3.850000e-002	1.200000e+000	0.000000e+000	1.000000e+006
3.950000e-002	1.200000e+000	0.000000e+000	1.000000e+006
4.050000e-002	1.200000e+000	0.000000e+000	1.000000e+006
4.150000e-002	1.200000e+000	0.000000e+000	1.000000e+006
4.250000e-002	1.200000e+000	0.000000e+000	1.000000e+006
4.350000e-002	1.200000e+000	0.000000e+000	1.000000e+006
4.450000e-002	1.200000e+000	0.000000e+000	1.000000e+006
4.550000e-002	1.200000e+000	0.000000e+000	1.000000e+006
4.650000e-002	1.200000e+000	0.000000e+000	1.000000e+006
4.750000e-002	1.200000e+000	0.000000e+000	1.000000e+006
4.850000e-002	1.200000e+000	0.000000e+000	1.000000e+006
4.950000e-002	1.200000e+000	0.000000e+000	1.000000e+006
5.050000e-002	1.200000e+000	0.000000e+000	1.000000e+006
5.150000e-002	1.200000e+000	0.000000e+000	1.000000e+006
5.250000e-002	1.200000e+000	0.000000e+000	1.000000e+006
5.350000e-002	1.200000e+000	0.000000e+000	1.000000e+006
5.450000e-002	1.200000e+000	0.000000e+000	1.000000e+006
5.550000e-002	1.200000e+000	0.000000e+000	1.000000e+006
5.650000e-002	1.200000e+000	0.000000e+000	1.000000e+006
5.750000e-002	1.200000e+000	0.000000e+000	1.000000e+006
