1.010000e-002	0.000000e+000
1.010000e-002	6.918617e-008
1.010000e-002	1.383723e-007
1.010000e-002	2.075585e-007
1.010000e-002	2.767447e-007
1.010000e-002	3.459308e-007
1.010000e-002	4.151196e-007
1.010000e-002	4.843165e-007
1.010000e-002	5.535282e-007
1.010000e-002	6.227602e-007
1.010000e-002	6.920154e-007
1.010000e-002	7.612855e-007
1.010000e-002	8.305434e-007
1.010000e-002	8.997831e-007
1.010000e-002	9.690082e-007
1.010000e-002	1.038222e-006
1.010000e-002	1.107427e-006
1.010000e-002	1.176627e-006
1.010000e-002	1.245822e-006
1.010000e-002	1.315014e-006
1.010000e-002	1.384205e-006
1.010000e-002	1.453396e-006
1.010000e-002	1.522589e-006
1.010000e-002	1.591784e-006
1.010000e-002	1.660985e-006
1.010000e-002	1.730192e-006
1.010000e-002	1.799409e-006
1.010000e-002	1.868636e-006
1.010000e-002	1.937875e-006
1.010000e-002	2.007127e-006
1.010000e-002	2.076392e-006
1.010000e-002	2.145664e-006
1.010000e-002	2.214929e-006
1.010000e-002	2.284184e-006
1.010000e-002	2.353428e-006
1.010000e-002	2.422661e-006
1.010000e-002	2.491887e-006
1.010000e-002	2.561105e-006
1.010000e-002	2.630319e-006
1.010000e-002	2.699529e-006
1.010000e-002	2.768737e-006
1.010000e-002	2.837946e-006
1.010000e-002	2.907156e-006
1.010000e-002	2.976369e-006
1.010000e-002	3.045587e-006
1.010000e-002	3.114811e-006
1.010000e-002	3.184043e-006
1.010000e-002	3.253283e-006
1.010000e-002	3.322532e-006
1.010000e-002	3.391792e-006
1.010000e-002	3.461060e-006
1.010000e-002	3.530334e-006
1.010000e-002	3.599603e-006
1.010000e-002	3.668865e-006
1.010000e-002	3.738117e-006
1.010000e-002	3.807362e-006
1.010000e-002	3.876600e-006
1.010000e-002	3.945833e-006
1.010000e-002	4.015061e-006
1.010000e-002	4.084287e-006
1.010000e-002	4.153511e-006
1.010000e-002	4.222736e-006
1.010000e-002	4.291961e-006
1.010000e-002	4.361189e-006
1.010000e-002	4.430421e-006
1.010000e-002	4.499658e-006
1.010000e-002	4.568901e-006
1.010000e-002	4.638150e-006
1.010000e-002	4.707407e-006
1.010000e-002	4.776671e-006
1.010000e-002	4.845942e-006
1.010000e-002	4.915218e-006
1.010000e-002	4.984490e-006
1.010000e-002	5.053756e-006
1.010000e-002	5.123015e-006
1.010000e-002	5.192268e-006
1.010000e-002	5.261516e-006
1.010000e-002	5.330760e-006
1.010000e-002	5.400000e-006
1.010000e-002	5.469238e-006
1.010000e-002	5.538475e-006
1.010000e-002	5.607712e-006
1.010000e-002	5.676950e-006
1.010000e-002	5.746190e-006
1.010000e-002	5.815433e-006
1.010000e-002	5.884679e-006
1.010000e-002	5.953931e-006
1.010000e-002	6.023187e-006
1.010000e-002	6.092449e-006
1.010000e-002	6.161718e-006
1.010000e-002	6.230991e-006
1.010000e-002	6.300268e-006
1.010000e-002	6.369543e-006
1.010000e-002	6.438812e-006
1.010000e-002	6.508076e-006
1.010000e-002	6.577336e-006
1.010000e-002	6.646591e-006
1.010000e-002	6.715843e-006
1.010000e-002	6.785093e-006
1.010000e-002	6.854340e-006
1.010000e-002	6.923587e-006
1.010000e-002	6.992834e-006
1.010000e-002	7.062082e-006
1.010000e-002	7.131331e-006
1.010000e-002	7.200582e-006
1.010000e-002	7.269837e-006
1.010000e-002	7.339095e-006
1.010000e-002	7.408357e-006
1.010000e-002	7.477623e-006
1.010000e-002	7.546894e-006
1.010000e-002	7.616170e-006
1.010000e-002	7.685448e-006
1.010000e-002	7.754724e-006
1.010000e-002	7.823996e-006
1.010000e-002	7.893264e-006
1.010000e-002	7.962529e-006
1.010000e-002	8.031790e-006
1.010000e-002	8.101049e-006
1.010000e-002	8.170305e-006
1.010000e-002	8.239561e-006
1.010000e-002	8.308815e-006
1.010000e-002	8.378070e-006
1.010000e-002	8.447325e-006
1.010000e-002	8.516581e-006
1.010000e-002	8.585839e-006
1.010000e-002	8.655100e-006
1.010000e-002	8.724363e-006
1.010000e-002	8.793629e-006
1.010000e-002	8.862899e-006
1.010000e-002	8.932173e-006
1.010000e-002	9.001450e-006
1.010000e-002	9.070729e-006
1.010000e-002	9.140006e-006
1.010000e-002	9.209281e-006
1.010000e-002	9.278552e-006
1.010000e-002	9.347820e-006
1.010000e-002	9.417086e-006
1.010000e-002	9.486350e-006
1.010000e-002	9.555612e-006
1.010000e-002	9.624873e-006
1.010000e-002	9.694134e-006
1.010000e-002	9.763394e-006
1.010000e-002	9.832655e-006
1.010000e-002	9.901917e-006
1.010000e-002	9.971181e-006
1.010000e-002	1.004045e-005
1.010000e-002	1.010971e-005
1.010000e-002	1.017898e-005
