0 0.000000e+000 0 0 0 0 0
1 1.256028e-006 0 0 0 0 0
2 2.510549e-006 0 0 0 0 0
3 3.765063e-006 0 0 0 0 0
4 5.019569e-006 0 0 0 0 0
5 6.274067e-006 0 0 0 0 0
6 7.528557e-006 0 0 0 0 0
7 8.783037e-006 0 0 0 0 0
8 1.003751e-005 0 0 0 0 0
9 1.129197e-005 0 0 0 0 0
10 1.254642e-005 0 0 0 0 0
11 1.380086e-005 0 0 0 0 0
12 1.505529e-005 0 0 0 0 0
13 1.630971e-005 0 0 0 0 0
14 1.756412e-005 0 0 0 0 0
15 1.881851e-005 0 0 0 0 0
16 2.007290e-005 0 0 0 0 0
17 2.132727e-005 0 0 0 0 0
18 2.258163e-005 0 0 0 0 0
19 2.383598e-005 0 0 0 0 0
20 2.509031e-005 0 0 0 0 0
21 2.634463e-005 0 0 0 0 0
22 2.759894e-005 0 0 0 0 0
23 2.885324e-005 0 0 0 0 0
24 3.010753e-005 0 0 0 0 0
25 3.136180e-005 0 0 0 0 0
26 3.261605e-005 0 0 0 0 0
27 3.387030e-005 0 0 0 0 0
28 3.512453e-005 0 0 0 0 0
29 3.637874e-005 0 0 0 0 0
30 3.763294e-005 0 0 0 0 0
31 3.888713e-005 0 0 0 0 0
32 4.014131e-005 0 0 0 0 0
33 4.139547e-005 0 0 0 0 0
34 4.264961e-005 0 0 0 0 0
35 4.390374e-005 0 0 0 0 0
36 4.515786e-005 0 0 0 0 0
37 4.641196e-005 0 0 0 0 0
38 4.766605e-005 0 0 0 0 0
39 4.892012e-005 0 0 0 0 0
40 5.017418e-005 0 0 0 0 0
41 5.142822e-005 0 0 0 0 0
42 5.268225e-005 0 0 0 0 0
43 5.393626e-005 0 0 0 0 0
44 5.519026e-005 0 0 0 0 0
45 5.644424e-005 0 0 0 0 0
46 5.769821e-005 0 0 0 0 0
47 5.895216e-005 0 0 0 0 0
48 6.020609e-005 0 0 0 0 0
49 6.146001e-005 0 0 0 0 0
50 6.271391e-005 0 0 0 0 0
51 6.396780e-005 0 0 0 0 0
52 6.522167e-005 0 0 0 0 0
53 6.647552e-005 0 0 0 0 0
54 6.772936e-005 0 0 0 0 0
55 6.898318e-005 0 0 0 0 0
56 7.023698e-005 0 0 0 0 0
57 7.149077e-005 0 0 0 0 0
58 7.274454e-005 0 0 0 0 0
59 7.399829e-005 0 0 0 0 0
60 7.525203e-005 0 0 0 0 0
61 7.650575e-005 0 0 0 0 0
62 7.775945e-005 0 0 0 0 0
63 7.901313e-005 0 0 0 0 0
64 8.026680e-005 0 0 0 0 0
65 8.152045e-005 0 0 0 0 0
66 8.277408e-005 0 0 0 0 0
67 8.402770e-005 0 0 0 0 0
68 8.528130e-005 0 0 0 0 0
69 8.653488e-005 0 0 0 0 0
70 8.778844e-005 0 0 0 0 0
71 8.904198e-005 0 0 0 0 0
72 9.029551e-005 0 0 0 0 0
73 9.154902e-005 0 0 0 0 0
74 9.280251e-005 0 0 0 0 0
75 9.405598e-005 0 0 0 0 0
76 9.530943e-005 0 0 0 0 0
77 9.656287e-005 0 0 0 0 0
78 9.781628e-005 0 0 0 0 0
79 9.906968e-005 0 0 0 0 0
80 1.003231e-004 0 0 0 0 0
81 1.015764e-004 0 0 0 0 0
82 1.028298e-004 0 0 0 0 0
83 1.040831e-004 0 0 0 0 0
84 1.053364e-004 0 0 0 0 0
85 1.065897e-004 0 0 0 0 0
86 1.078429e-004 0 0 0 0 0
87 1.090962e-004 0 0 0 0 0
88 1.103494e-004 0 0 0 0 0
89 1.116026e-004 0 0 0 0 0
90 1.128558e-004 0 0 0 0 0
91 1.141090e-004 0 0 0 0 0
92 1.153621e-004 0 0 0 0 0
93 1.166153e-004 0 0 0 0 0
94 1.178684e-004 0 0 0 0 0
95 1.191215e-004 0 0 0 0 0
96 1.203746e-004 0 0 0 0 0
97 1.216276e-004 0 0 0 0 0
98 1.228807e-004 0 0 0 0 0
99 1.241337e-004 0 0 0 0 0
100 1.253867e-004 0 0 0 0 0
101 1.266396e-004 0 0 0 0 0
102 1.278926e-004 0 0 0 0 0
103 1.291455e-004 0 0 0 0 0
104 1.303984e-004 0 0 0 0 0
105 1.316513e-004 0 0 0 0 0
106 1.329042e-004 0 0 0 0 0
107 1.341571e-004 0 0 0 0 0
108 1.354099e-004 0 0 0 0 0
109 1.366627e-004 0 0 0 0 0
110 1.379155e-004 0 0 0 0 0
111 1.391683e-004 0 0 0 0 0
112 1.404210e-004 0 0 0 0 0
113 1.416738e-004 0 0 0 0 0
114 1.429265e-004 0 0 0 0 0
115 1.441792e-004 0 0 0 0 0
116 1.454319e-004 0 0 0 0 0
117 1.466845e-004 0 0 0 0 0
118 1.479371e-004 0 0 0 0 0
