0 0.000000e+000 0 0 0 38.10
1 1.256028e-006 0 0 0 38.10
2 2.510549e-006 0 0 0 38.10
3 3.765063e-006 0 0 0 38.10
4 5.019569e-006 0 0 0 38.10
5 6.274067e-006 0 0 0 38.10
6 7.528557e-006 0 0 0 38.10
7 8.783037e-006 0 0 0 38.10
8 1.003751e-005 0 0 0 38.10
9 1.129197e-005 0 0 0 38.10
10 1.254642e-005 0 0 0 38.10
11 1.380086e-005 0 0 0 38.10
12 1.505529e-005 0 0 0 38.10
13 1.630971e-005 0 0 0 38.10
14 1.756412e-005 0 0 0 38.10
15 1.881851e-005 0 0 0 38.10
16 2.007290e-005 0 0 0 38.10
17 2.132727e-005 0 0 0 38.10
18 2.258163e-005 0 0 0 38.10
19 2.383598e-005 0 0 0 38.10
20 2.509031e-005 0 0 0 38.10
21 2.634463e-005 0 0 0 38.10
22 2.759894e-005 0 0 0 38.10
23 2.885324e-005 0 0 0 38.10
24 3.010753e-005 0 0 0 38.10
25 3.136180e-005 0 0 0 38.10
26 3.261605e-005 0 0 0 38.10
27 3.387030e-005 0 0 0 38.10
28 3.512453e-005 0 0 0 38.10
29 3.637874e-005 0 0 0 38.10
30 3.763294e-005 0 0 0 38.10
31 3.888713e-005 0 0 0 38.10
32 4.014131e-005 0 0 0 38.10
33 4.139547e-005 0 0 0 38.10
34 4.264961e-005 0 0 0 38.10
35 4.390374e-005 0 0 0 38.10
36 4.515786e-005 0 0 0 38.10
37 4.641196e-005 0 0 0 38.10
38 4.766605e-005 0 0 0 38.10
39 4.892012e-005 0 0 0 38.10
40 5.017418e-005 0 0 0 38.10
41 5.142822e-005 0 0 0 38.10
42 5.268225e-005 0 0 0 38.10
43 5.393626e-005 0 0 0 38.10
44 5.519026e-005 0 0 0 38.10
45 5.644424e-005 0 0 0 38.10
46 5.769821e-005 0 0 0 38.10
47 5.895216e-005 0 0 0 38.10
48 6.020609e-005 0 0 0 38.10
49 6.146001e-005 0 0 0 38.10
50 6.271391e-005 0 0 0 38.10
51 6.396780e-005 0 0 0 38.10
52 6.522167e-005 0 0 0 38.10
53 6.647552e-005 0 0 0 38.10
54 6.772936e-005 0 0 0 38.10
55 6.898318e-005 0 0 0 38.10
56 7.023698e-005 0 0 0 38.10
57 7.149077e-005 0 0 0 38.10
58 7.274454e-005 0 0 0 38.10
59 7.399829e-005 0 0 0 38.10
60 7.525203e-005 0 0 0 38.10
61 7.650575e-005 0 0 0 38.10
62 7.775945e-005 0 0 0 38.10
63 7.901313e-005 0 0 0 38.10
64 8.026680e-005 0 0 0 38.10
65 8.152045e-005 0 0 0 38.10
66 8.277408e-005 0 0 0 38.10
67 8.402770e-005 0 0 0 38.10
68 8.528130e-005 0 0 0 38.10
69 8.653488e-005 0 0 0 38.10
70 8.778844e-005 0 0 0 38.10
71 8.904198e-005 0 0 0 38.10
72 9.029551e-005 0 0 0 38.10
73 9.154902e-005 0 0 0 38.10
74 9.280251e-005 0 0 0 38.10
